Crop,Geolocation,Level,2010 Quarter1,2010 Quarter2,2010 Quarter3,2010 Quarter4,2011 Quarter1,2011 Quarter2,2011 Quarter3,2011 Quarter4,2012 Quarter1,2012 Quarter2,2012 Quarter3,2012 Quarter4,2013 Quarter1,2013 Quarter2,2013 Quarter3,2013 Quarter4,2014 Quarter1,2014 Quarter2,2014 Quarter3,2014 Quarter4,2015 Quarter1,2015 Quarter2,2015 Quarter3,2015 Quarter4,2016 Quarter1,2016 Quarter2,2016 Quarter3,2016 Quarter4,2017 Quarter1,2017 Quarter2,2017 Quarter3,2017 Quarter4,2018 Quarter1,2018 Quarter2,2018 Quarter3,2018 Quarter4,2019 Quarter1,2019 Quarter2,2019 Quarter3,2019 Quarter4,2020 Quarter1,2020 Quarter2,2020 Quarter3,2020 Quarter4,2021 Quarter1,2021 Quarter2,2021 Quarter3,2021 Quarter4,2008-01-15,2008-02-15,2008-03-15,2008-04-15,2008-05-15,2008-06-15,2008-07-15,2008-08-15,2008-09-15,2008-10-15,2008-11-15,2008-12-15,2009-01-15,2009-02-15,2009-03-15,2009-04-15,2009-05-15,2009-06-15,2009-07-15,2009-08-15,2009-09-15,2009-10-15,2009-11-15,2009-12-15,2010-01-15,2010-02-15,2010-03-15,2010-04-15,2010-05-15,2010-06-15,2010-07-15,2010-08-15,2010-09-15,2010-10-15,2010-11-15,2010-12-15,2011-01-15,2011-02-15,2011-03-15,2011-04-15,2011-05-15,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-15,2011-11-15,2011-12-15,2012-01-15,2012-02-15,2012-03-15,2012-04-15,2012-05-15,2012-06-15,2012-07-15,2012-08-15,2012-09-15,2012-10-15,2012-11-15,2013-01-15,2013-02-15,2013-03-15,2013-04-15,2013-07-15,2013-08-15,2014-07-15,2014-09-15,2014-10-15,2014-11-15,2014-12-15,2015-01-15,2015-02-15,2015-03-15,2015-04-15,2015-05-15,2015-06-15,2015-07-15,2015-08-15,2015-09-15,2015-10-15,2015-11-15,2015-12-15,2016-01-15,2016-02-15,2016-03-15,2016-04-15,2016-05-15,2016-06-15,2016-07-15,2016-08-15,2016-09-15,2016-10-15,2016-11-15,2016-12-15,2017-01-15,2017-02-15,2017-03-15,2017-04-15,2017-05-15,2017-06-15,2017-07-15,2017-08-15,2017-09-15,2017-10-15,2017-11-15,2017-12-15,2018-01-15,2018-02-15,2018-03-15,2018-04-15,2018-05-15,2018-06-15,2018-07-15,2018-08-15,2018-09-15,2018-10-15,2018-11-15,2018-12-15,2019-01-15,2019-02-15,2019-03-15,2019-04-15,2019-05-15,2020-05-15,2020-06-15,2020-07-15,2020-08-15,2020-09-15,2020-10-15,2020-11-15,2020-12-15,2021-01-15,2021-02-15,2021-03-15,2021-04-15,2021-05-15,2021-06-15,2021-07-15,2021-08-15,2021-09-15,2021-10-15,2021-11-15,2021-12-15,2022-01-15,2022-02-15,2022-03-15
Mandarin,REGION IX (ZAMBOANGA PENINSULA),R,0.0,0.21,0.0,13.52,3.5,0.0,0.0,2.35,3.59,0.0,1.1,1.8,1.13,0.0,0.0,0.28,0.0,0.0,0.0,0.35,0.32,0.0,4.99,2.15,0.0,0.0,0.0,5.71,0.0,0.0,0.0,4.82,1.83,0.0,1.65,5.89,1.63,0.0,1.55,6.72,0.98,0.0,0.0,5.39,0.9,0.0,1.02,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.15,19.69,20.0,22.23,25.0,25.77,,,,,,,,,,,,,,,
Mandarin,REGION X (NORTHERN MINDANAO),R,38.78,40.65,55.21,18.04,37.8,20.65,43.91,13.16,14.35,18.95,30.82,11.07,12.85,16.75,30.36,11.05,11.77,15.45,28.05,8.62,10.46,13.65,24.4,7.49,9.15,11.4,16.74,6.35,7.6,7.15,13.55,5.28,2.64,4.55,9.59,4.24,2.25,4.28,5.14,3.89,2.07,4.21,5.18,3.49,2.1,4.14,5.12,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,70.0,,,,,65.68,63.95,,,,,,,,,,,,,,,
Mandarin,REGION XI (DAVAO REGION),R,447.06,396.32,499.27,484.32,410.84,364.36,465.71,441.44,372.47,304.11,412.34,405.61,315.65,250.31,288.99,361.1,306.76,244.54,261.39,321.67,281.93,228.5,240.99,310.06,277.33,216.54,228.15,304.93,268.38,185.58,228.77,297.5,241.86,175.32,221.8,296.59,237.45,173.26,218.16,292.78,229.45,165.29,211.03,283.46,197.99,160.8,207.76,275.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.96,9.54,12.5,55.0,56.585,14.69,10.0,8.75,,,,,,,,,,,,,,,
Mandarin,REGION XII (SOCCSKSARGEN),R,13.73,18.09,5.53,29.03,13.27,14.4,4.59,23.97,11.68,12.5,4.54,21.29,11.88,11.47,4.31,20.38,12.06,10.14,4.37,20.3,10.26,9.26,4.16,18.75,5.52,5.21,3.27,17.89,6.08,5.31,3.2,16.84,5.31,5.26,3.23,17.3,5.19,5.12,3.11,19.23,5.29,5.14,3.23,20.16,5.03,4.91,3.41,17.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandarin,REGION XIII (CARAGA),R,4.25,9.1,11.7,11.55,0.52,4.66,2.95,8.4,0.3,2.15,1.7,7.66,0.26,2.11,1.34,5.97,0.1,1.67,1.97,5.16,0.05,1.38,1.49,4.81,0.02,1.31,1.4,4.6,0.01,0.9,1.34,4.2,0.02,1.0,1.28,4.15,0.12,1.23,1.22,4.18,0.24,1.65,0.86,4.35,0.11,1.66,0.8,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,
Mandarin,AUTONOMOUS REGION IN MUSLIM MINDANAO,R,0.63,22.02,1.9,201.53,0.61,1.98,1.92,200.0,0.63,2.0,1.95,0.0,0.5,1.9,1.9,0.0,0.51,2.14,1.8,0.0,0.6,1.5,1.5,0.0,0.61,1.48,1.51,0.0,0.61,1.48,1.53,0.0,0.61,1.4,1.5,0.0,0.6,1.37,1.5,0.0,0.6,1.18,1.45,0.0,0.57,1.18,1.41,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Carabao,CORDILLERA ADMINISTRATIVE REGION (CAR),R,710.43,2905.21,0.0,0.0,703.6,2887.65,3.7,0.0,572.65,2628.18,3.55,0.0,580.98,2698.92,3.42,0.0,578.28,2882.47,4.65,0.0,620.31,2579.47,4.19,0.0,483.76,2482.7,4.43,0.0,526.8,2261.64,4.3,0.0,438.69,2170.92,3.5,0.0,356.35,2399.5,3.97,0.0,217.64,2032.12,4.4,0.0,164.82,2283.31,4.06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.72000000000001,72.795,106.898,144.57666666666665,169.39666666666668,155.69,162.434,148.39249999999998,122.888,117.54,95.6925,92.3225,91.14,78.9725,76.5525,76.32,83.61,83.9075,84.83,99.44749999999999,102.5,110.0,100.0
Mango Carabao,REGION I (ILOCOS REGION),R,93498.25,156115.94,17.88,3061.78,86542.27,148872.38,21.07,2786.12,79639.59,144669.08,19.79,2609.13,76824.49,141727.17,20.85,2474.37,79942.1,149625.95,20.04,2221.94,70482.2,149514.51,17.46,1240.62,50750.52,119520.06,15.89,1213.51,48832.73,108425.39,15.91,1212.95,42983.29,88166.77,15.15,849.35,41806.56,100213.3,15.88,971.67,38851.38,103699.5,15.98,943.22,37176.08,100359.63,10.43,923.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.455,63.605,116.70750000000001,159.28666666666666,187.83333333333334,187.15333333333334,160.62,164.27,169.54500000000002,173.33,139.17,144.29,102.86,108.57,122.86,136.67,150.0,140.0,146.67,143.75,156.25,151.25,132.5
Mango Carabao,REGION II (CAGAYAN VALLEY),R,24.07,42469.29,98.04,0.0,18.5,32407.85,74.44,0.0,18.5,26439.82,3.09,0.0,23.6,36994.67,48.18,0.0,34.76,40587.11,50.44,0.0,6.94,35952.22,28.55,0.0,0.0,46373.29,23.11,0.0,0.0,39151.61,19.58,0.0,0.0,38395.43,21.79,0.0,0.0,36899.13,24.76,0.0,0.0,41287.71,30.92,0.0,0.0,38010.0,26.67,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.34,67.376,86.622,121.93,142.38,143.03666666666666,133.47,142.78199999999998,175.5,169.41666666666666,161.25,150.0,130.0,106.25,111.875,103.53999999999999,119.82,130.125,143.845,141.86,155.20999999999998,146.875,133.54000000000002
Mango Carabao,REGION III (CENTRAL LUZON),R,21464.86,28072.25,0.0,39.25,21504.82,28260.56,0.0,15.7,19545.34,26677.32,0.0,540.0,26329.24,30046.31,0.0,190.0,25268.77,28683.52,0.0,285.0,24685.57,27756.04,0.0,256.5,20312.59,27102.61,0.0,239.07,16169.09,18429.8,78.0,185.74,14460.99,16661.81,75.0,0.0,12563.85,16190.94,63.86,0.0,15437.79,18101.21,56.84,10.69,22479.86,12580.15,46.36,11.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.34,104.05375000000001,146.41714285714286,157.16857142857143,168.26,168.20499999999998,174.3875,172.69,190.33571428571426,194.96,159.375,141.14666666666668,115.0,103.96,111.45833333333333,126.14999999999999,130.27,143.815,151.29833333333332,155.82833333333335,174.48000000000002,157.50166666666667,142.26166666666666
Mango Carabao,REGION IV-A (CALABARZON),R,349.32,25906.26,500.0,2.85,580.48,38052.82,474.4,0.0,1188.41,35515.45,502.86,0.0,1777.0,33981.33,507.24,0.0,1717.53,37330.13,0.0,0.0,681.67,35741.5,0.0,0.0,649.83,28980.26,0.0,0.0,272.26,23509.03,0.0,0.0,189.13,22359.47,0.0,0.0,148.86,27073.77,0.0,0.0,116.59,22629.83,0.0,0.0,105.03,25166.68,121.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.56666666666666,124.98833333333334,149.98,163.47833333333332,174.05499999999998,175.22666666666666,173.21,178.84833333333333,195.46166666666667,197.16666666666666,170.25,159.126,145.376,124.75,136.5,156.35,163.212,161.734,166.028,165.93800000000002,171.026,165.4,147.4
Mango Carabao,MIMAROPA REGION,R,481.74,5477.1,14.81,51.68,462.5,5581.79,14.78,44.04,443.55,5768.8,16.85,56.67,479.42,5991.18,28.16,53.97,467.04,7440.43,33.61,55.86,454.31,8283.75,37.2,57.77,441.59,10387.18,38.15,58.61,420.94,10898.12,37.75,57.05,402.73,11214.12,38.02,52.66,410.55,12418.72,54.43,56.49,342.42,13415.38,51.05,59.48,351.49,16325.14,51.38,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.76666666666667,120.50999999999999,107.0875,121.95333333333333,146.10333333333332,188.49,184.7825,176.41,174.53400000000002,187.976,167.85750000000002,147.5,143.4275,125.3275,120.44749999999999,113.61,127.6575,129.7375,129.6625,133.315,161.66500000000002,150.0,153.95999999999998
Mango Carabao,REGION V (BICOL REGION),R,16.25,78.31,95.74,95.0,8.19,55.11,76.28,98.0,8.83,61.85,80.12,110.0,9.47,70.01,87.8,96.25,9.34,90.93,89.22,98.0,8.03,89.25,103.64,99.0,8.27,85.5,95.07,98.7,7.4,86.76,87.59,95.7,6.92,93.29,87.26,92.0,7.98,102.69,91.52,91.8,3.91,102.71,77.05,87.32,3.66,98.59,58.39,66.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.80999999999999,100.67857142857143,116.44142857142857,122.53857142857143,132.33714285714285,134.51285714285714,132.27,143.875,195.04999999999998,177.875,163.226,153.702,129.376,108.276,123.15,125.40599999999999,138.454,142.19400000000002,142.246,154.136,177.926,171.302,151.602
Mango Carabao,REGION VI (WESTERN VISAYAS),R,8842.47,34987.63,2689.85,417.32,7926.75,30872.52,2370.23,381.52,8038.55,31243.04,2314.83,424.41,8591.44,32638.64,2365.09,399.05,6803.8,31423.02,1908.21,452.36,7425.61,37799.97,1943.65,347.99,7047.3,36338.29,1868.12,317.55,6351.76,35912.11,1811.29,260.13,5794.24,36699.22,1668.43,238.3,6225.18,40445.18,1531.43,223.46,5903.06,38254.15,1751.88,197.61,5936.07,45151.09,1964.86,173.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.65,122.15500000000002,118.83833333333332,123.485,143.64833333333334,148.74666666666667,143.20166666666668,146.00666666666666,158.98666666666665,157.18833333333333,152.916,146.0,139.416,132.334,136.0,140.49200000000002,142.43,143.5,144.0,151.522,159.1675,156.095,153.335
Mango Carabao,REGION VII (CENTRAL VISAYAS),R,4526.19,40444.04,17445.16,2860.73,3551.43,38140.84,15427.28,2775.77,3573.92,39533.65,16245.65,2892.28,3469.74,43401.26,15921.02,2843.04,3411.3,46101.73,15761.88,3372.78,3251.48,56054.06,16470.48,3381.3,3008.97,38071.48,16994.33,2541.83,2959.7,40252.59,17064.42,2163.36,2466.28,45705.81,17881.91,2393.11,2742.9,50261.27,18910.84,2459.71,2577.85,44118.52,19573.49,2664.2,2259.19,47924.56,19855.61,2413.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.732,122.5,114.468,107.92999999999999,129.99,137.9225,145.466,148.59,169.49,170.145,156.46,155.62666666666667,134.62666666666667,122.66666666666667,111.91666666666667,121.27666666666666,130.84333333333333,133.64000000000001,133.85999999999999,138.35666666666665,157.83,147.35333333333332,145.47666666666666
Mango Carabao,REGION VIII (EASTERN VISAYAS),R,30.1,273.1,118.83,38.22,29.26,265.94,115.64,38.11,28.88,265.7,114.51,38.56,28.55,266.94,114.83,27.41,8.02,140.82,52.87,25.83,8.03,147.78,56.94,25.75,8.86,157.9,54.34,23.81,7.8,146.38,54.7,22.52,7.38,149.66,52.87,21.79,7.3,159.91,52.98,20.65,6.71,162.73,49.99,20.24,6.64,171.07,49.2,17.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.05166666666666,111.87833333333333,110.47666666666667,114.93833333333333,126.27,122.05,120.48666666666668,148.96666666666667,147.88333333333333,134.25833333333333,126.0,127.5,127.5,124.126,121.376,123.51199999999999,119.168,119.096,114.29400000000001,124.20599999999999,136.684,138.776,132.376
Mango Carabao,REGION IX (ZAMBOANGA PENINSULA),R,4687.65,34695.65,6197.97,10330.3,4578.24,38930.23,6330.38,10770.77,4747.5,40939.73,6340.28,10928.16,4766.16,51946.85,6666.28,10664.03,5415.16,65355.03,6619.51,9800.11,5243.49,68121.34,9421.18,9278.08,4478.19,73161.32,5897.04,8316.24,4179.15,54973.43,3524.82,5970.56,4180.47,45720.13,3572.52,6160.92,4071.26,43682.5,3455.89,5972.35,4020.13,41000.38,3583.03,5652.33,3988.49,40543.23,3430.39,5271.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.72333333333334,66.8,62.53,68.34,86.79,127.02333333333333,114.04333333333334,123.67666666666666,134.85333333333332,118.5,108.75,122.5,96.875,85.625,83.75,87.91499999999999,97.495,101.2,98.475,104.375,122.14,122.55666666666667,119.88999999999999
Mango Carabao,REGION X (NORTHERN MINDANAO),R,1218.6,18606.97,9863.8,4923.66,1075.0,17330.44,9680.53,4575.67,1008.62,19381.75,10415.18,4468.25,1011.5,25654.0,10673.56,4417.33,909.5,26647.0,10602.33,4098.8,903.65,31287.52,11155.11,4165.54,918.49,31583.66,10839.82,4118.89,875.99,30858.67,10548.55,4017.24,850.69,31611.93,10781.37,4084.12,861.02,33163.38,10720.96,4202.45,878.45,33754.1,10992.38,4184.52,848.28,33377.9,10437.82,4161.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.2,81.80499999999999,84.29833333333333,91.07,137.81333333333333,124.54833333333333,112.58333333333333,118.89833333333333,132.384,109.58399999999999,114.0625,120.8325,107.605,102.8125,93.125,96.57,97.0125,95.5925,98.0675,104.8625,134.125,125.75,124.5
Mango Carabao,REGION XI (DAVAO REGION),R,2812.06,18320.3,3922.44,2146.06,2540.36,15637.19,3660.72,2114.46,2548.56,18136.8,3831.43,1942.86,2491.63,18808.05,3724.62,1896.31,2542.59,39906.52,3736.57,2019.26,2498.39,40579.91,3633.45,2008.98,2245.22,39428.77,3565.48,1972.83,2179.25,39076.18,3639.17,1966.86,2286.65,39662.74,3800.72,2126.0,2514.66,31105.13,4010.14,2155.83,2575.23,33235.46,4297.69,2089.56,2600.16,31367.36,4365.32,2136.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.32,79.325,77.6875,84.9975,100.9825,89.2925,81.21000000000001,100.48400000000001,177.74,152.0,107.5,105.0,106.25,75.0,68.13,69.38,68.25,62.88,68.25,70.25,107.69,108.73,92.97999999999999
Mango Carabao,REGION XII (SOCCSKSARGEN),R,7095.5,33257.63,2840.75,1219.56,6737.88,30234.3,2814.9,1260.6,6642.08,31544.41,2849.45,1280.92,6719.13,32748.78,3132.69,1295.74,6536.78,37123.36,3119.51,1341.42,6440.48,36284.73,3139.8,1357.91,5048.81,28999.0,2335.27,1157.47,4677.95,30546.03,2246.5,1143.95,4305.22,34497.29,2546.58,1180.79,4641.13,41133.99,2508.87,1175.21,4423.65,45732.47,2446.54,1104.9,4057.82,46292.38,2538.02,1203.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.825,79.8125,78.9275,98.1,116.0625,107.5775,92.6875,98.4825,115.75,100.0,,,,,,,,,,,,,
Mango Carabao,REGION XIII (CARAGA),R,1422.0,4262.77,3187.01,2067.72,1011.9,2956.36,2576.47,2495.54,950.0,2800.84,2977.29,2756.95,956.73,2894.55,4024.79,4168.8,853.0,2987.53,4322.63,4152.18,915.95,3659.04,4708.32,4507.15,750.0,3506.63,4740.15,4642.18,707.95,3375.06,5590.75,5146.72,664.74,3370.47,5850.04,5297.27,860.09,3543.0,5851.74,5293.43,1273.45,3628.8,5863.58,5465.25,1112.7,3559.95,6181.65,5780.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.174,95.072,95.97999999999999,104.96,126.74600000000001,116.58800000000001,103.636,131.422,157.07333333333335,122.15333333333335,112.5,122.0,105.0,100.0,99.25,101.078,101.764,96.282,97.856,107.708,125.52,125.8325,127.6225
Mango Carabao,AUTONOMOUS REGION IN MUSLIM MINDANAO,R,257.1,1561.35,103.18,299.83,30.35,74.7,32.6,61.64,28.22,1643.53,37.86,561.87,31.13,1621.1,37.55,467.08,33.6,4931.12,45.69,61.44,30.9,5180.14,54.74,49.03,30.45,5371.0,59.93,50.0,30.09,5533.46,58.19,54.13,31.08,6875.63,63.2,58.84,33.09,6987.63,66.92,62.94,34.92,7081.7,71.45,65.0,36.91,7267.56,77.35,69.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.2875,121.52,120.94,118.08250000000001,130.5725,139.1125,136.675,138.8825,151.05,158.0,170.0,171.25,170.0,168.75,165.0,170.73,170.73,170.73,170.73,170.73,170.0,170.0,170.0
Mango Piko,CORDILLERA ADMINISTRATIVE REGION (CAR),R,0.0,28.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.25,0.0,0.0,0.0,13.5,0.0,0.0,0.0,10.51,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,65.875,130.0,160.0,,,39.31,,,,,,,,,,,,,,,,
Mango Piko,REGION I (ILOCOS REGION),R,56.61,4092.71,0.0,0.07,57.13,3292.34,0.0,0.06,55.47,2969.83,0.0,0.06,56.01,2831.48,0.0,0.05,56.68,2784.4,0.0,0.04,51.6,2647.99,0.0,0.04,41.43,2123.89,0.0,0.03,42.89,1970.29,0.0,0.03,43.47,2086.23,0.0,0.01,42.11,2189.57,0.0,0.01,40.63,2187.48,0.0,0.01,36.57,2144.22,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Piko,REGION II (CAGAYAN VALLEY),R,0.1,585.73,5.0,0.0,0.0,418.28,3.75,0.0,2.15,344.59,0.0,0.0,2.24,334.54,2.75,0.0,1.28,324.33,3.0,0.0,1.01,260.33,2.5,0.0,0.0,246.66,2.2,0.0,0.0,204.47,1.9,0.0,0.0,179.61,2.28,0.0,0.0,166.79,2.48,0.0,0.0,172.04,2.9,0.0,0.0,120.87,2.69,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Piko,REGION III (CENTRAL LUZON),R,3920.57,5767.46,0.0,5.88,3552.19,5616.01,0.0,2.94,3101.4,5165.02,0.0,4.41,2956.45,4833.54,0.0,2.25,2782.56,4889.97,0.0,4.5,2699.28,4852.4,0.0,4.28,2603.8,4739.04,0.0,3.56,2536.89,4654.1,4.0,2.44,2245.38,4038.54,3.75,2.46,2144.73,4366.03,3.5,1.67,1888.41,4555.85,3.2,0.52,1852.73,4554.4,1.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.97,73.9925,102.655,102.245,151.8,151.62,162.51,141.155,156.43,155.71,165.0,145.71,120.0,100.0,144.29,150.91,160.18,168.12,183.81,212.47,146.88,142.5,148.75
Mango Piko,REGION IV-A (CALABARZON),R,115.98,11611.34,53.0,0.97,117.9,11766.34,52.18,0.0,143.12,9584.73,52.31,0.0,1035.5,9358.8,54.31,0.0,1083.19,10088.5,0.0,0.0,139.09,9854.05,0.0,0.0,132.43,8119.03,0.0,0.0,4.8,6605.19,0.0,0.0,0.0,7032.53,0.0,0.0,5.5,7559.37,0.05,0.0,4.19,7338.75,0.0,0.0,2.73,7884.72,5.18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.824,91.446,110.9425,116.75333333333333,151.66500000000002,149.89,170.0,194.17,110.0,127.14,122.86,107.5,108.75,100.0,97.5,97.5,97.5,97.5,97.5,97.5,101.43,104.29,97.14
