Crop,geoloc,quarter,percent_production
Carabao Grass,MIMAROPA REGION,Q1,0.0
Carabao Grass,MIMAROPA REGION,Q2,0.0
Carabao Grass,MIMAROPA REGION,Q3,0.0
Carabao Grass,MIMAROPA REGION,Q4,0.0
Carabao Grass,REGION I (ILOCOS REGION),Q1,0.0
Carabao Grass,REGION I (ILOCOS REGION),Q2,0.0
Carabao Grass,REGION I (ILOCOS REGION),Q3,0.0
Carabao Grass,REGION I (ILOCOS REGION),Q4,0.0
Carabao Grass,REGION II (CAGAYAN VALLEY),Q1,0.012985102736510526
Carabao Grass,REGION II (CAGAYAN VALLEY),Q2,0.010038694893175633
Carabao Grass,REGION II (CAGAYAN VALLEY),Q3,0.02114804185329967
Carabao Grass,REGION II (CAGAYAN VALLEY),Q4,0.013923453164956558
Carabao Grass,REGION III (CENTRAL LUZON),Q1,0.008182995611836209
Carabao Grass,REGION III (CENTRAL LUZON),Q2,0.015207992089140707
Carabao Grass,REGION III (CENTRAL LUZON),Q3,0.0133043176600147
Carabao Grass,REGION III (CENTRAL LUZON),Q4,0.008838558471620074
Carabao Grass,REGION IV-A (CALABARZON),Q1,0.06527871980065204
Carabao Grass,REGION IV-A (CALABARZON),Q2,0.05415789521492937
Carabao Grass,REGION IV-A (CALABARZON),Q3,0.05606844714026508
Carabao Grass,REGION IV-A (CALABARZON),Q4,0.006609538357828925
Carabao Grass,REGION IX (ZAMBOANGA PENINSULA),Q1,0.012324813562028991
Carabao Grass,REGION IX (ZAMBOANGA PENINSULA),Q2,0.007549244238137742
Carabao Grass,REGION IX (ZAMBOANGA PENINSULA),Q3,0.013268607663341451
Carabao Grass,REGION IX (ZAMBOANGA PENINSULA),Q4,0.004669490955259675
Carabao Grass,REGION V (BICOL REGION),Q1,0.10420384879956189
Carabao Grass,REGION V (BICOL REGION),Q2,0.11588214519509875
Carabao Grass,REGION V (BICOL REGION),Q3,0.10719721322837343
Carabao Grass,REGION V (BICOL REGION),Q4,0.1236636544326201
Carabao Grass,REGION VI (WESTERN VISAYAS),Q1,0.006724469525763833
Carabao Grass,REGION VI (WESTERN VISAYAS),Q2,0.0059531948873864995
Carabao Grass,REGION VI (WESTERN VISAYAS),Q3,0.003815116416938742
Carabao Grass,REGION VI (WESTERN VISAYAS),Q4,0.005561358569602134
Carabao Grass,REGION VII (CENTRAL VISAYAS),Q1,0.015608028694323676
Carabao Grass,REGION VII (CENTRAL VISAYAS),Q2,0.013222612516748451
Carabao Grass,REGION VII (CENTRAL VISAYAS),Q3,0.015408510868444525
Carabao Grass,REGION VII (CENTRAL VISAYAS),Q4,0.020849997094993744
Carabao Grass,REGION VIII (EASTERN VISAYAS),Q1,0.0045237325116424245
Carabao Grass,REGION VIII (EASTERN VISAYAS),Q2,0.005622956434950875
Carabao Grass,REGION VIII (EASTERN VISAYAS),Q3,0.00516503227408005
Carabao Grass,REGION VIII (EASTERN VISAYAS),Q4,0.005603416416192633
Carabao Grass,REGION X (NORTHERN MINDANAO),Q1,0.023336066438302317
Carabao Grass,REGION X (NORTHERN MINDANAO),Q2,0.031090887750548423
Carabao Grass,REGION X (NORTHERN MINDANAO),Q3,0.03251744916687103
Carabao Grass,REGION X (NORTHERN MINDANAO),Q4,0.020133259516865416
Carabao Grass,REGION XI (DAVAO REGION),Q1,0.0015682894426115501
Carabao Grass,REGION XI (DAVAO REGION),Q2,0.001663794003392675
Carabao Grass,REGION XI (DAVAO REGION),Q3,0.0
Carabao Grass,REGION XI (DAVAO REGION),Q4,0.0
Carabao Grass,REGION XII (SOCCSKSARGEN),Q1,0.00104442410501505
Carabao Grass,REGION XII (SOCCSKSARGEN),Q2,0.0010301810846571583
Carabao Grass,REGION XII (SOCCSKSARGEN),Q3,0.002207037752889767
Carabao Grass,REGION XII (SOCCSKSARGEN),Q4,0.002847409459125542
Carabao Grass,REGION XIII (CARAGA),Q1,0.0
Carabao Grass,REGION XIII (CARAGA),Q2,0.0
Carabao Grass,REGION XIII (CARAGA),Q3,0.0
Carabao Grass,REGION XIII (CARAGA),Q4,0.0
Carnation,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q1,0.0018450843977775918
Carnation,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q2,0.0006464586675359417
Carnation,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q3,0.00035070186124049166
Carnation,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q4,0.000139400022304
Carnation,CORDILLERA ADMINISTRATIVE REGION (CAR),Q1,0.3684174529810392
Carnation,CORDILLERA ADMINISTRATIVE REGION (CAR),Q2,0.21740918677801827
Carnation,CORDILLERA ADMINISTRATIVE REGION (CAR),Q3,0.13008056526898473
Carnation,CORDILLERA ADMINISTRATIVE REGION (CAR),Q4,0.11743253173598021
Carnation,MIMAROPA REGION,Q1,0.005892515358223017
Carnation,MIMAROPA REGION,Q2,0.008860646883115142
Carnation,MIMAROPA REGION,Q3,0.008519660902165932
Carnation,MIMAROPA REGION,Q4,0.008406189553989142
Carnation,REGION I (ILOCOS REGION),Q1,0.0
Carnation,REGION I (ILOCOS REGION),Q2,0.0
Carnation,REGION I (ILOCOS REGION),Q3,0.0
Carnation,REGION I (ILOCOS REGION),Q4,0.0
Carnation,REGION II (CAGAYAN VALLEY),Q1,0.0
Carnation,REGION II (CAGAYAN VALLEY),Q2,0.0
Carnation,REGION II (CAGAYAN VALLEY),Q3,0.0
Carnation,REGION II (CAGAYAN VALLEY),Q4,0.0
Carnation,REGION III (CENTRAL LUZON),Q1,0.0
Carnation,REGION III (CENTRAL LUZON),Q2,0.0
Carnation,REGION III (CENTRAL LUZON),Q3,0.0
Carnation,REGION III (CENTRAL LUZON),Q4,0.0
Carnation,REGION IV-A (CALABARZON),Q1,0.0
Carnation,REGION IV-A (CALABARZON),Q2,0.0
Carnation,REGION IV-A (CALABARZON),Q3,0.0
Carnation,REGION IV-A (CALABARZON),Q4,0.0
Carnation,REGION IX (ZAMBOANGA PENINSULA),Q1,0.002555500506212283
Carnation,REGION IX (ZAMBOANGA PENINSULA),Q2,0.0027717428762684166
Carnation,REGION IX (ZAMBOANGA PENINSULA),Q3,0.009144472967414283
Carnation,REGION IX (ZAMBOANGA PENINSULA),Q4,0.0040893259606391745
Carnation,REGION V (BICOL REGION),Q1,0.0
Carnation,REGION V (BICOL REGION),Q2,0.0
Carnation,REGION V (BICOL REGION),Q3,0.0
Carnation,REGION V (BICOL REGION),Q4,0.0
Carnation,REGION VI (WESTERN VISAYAS),Q1,0.0
Carnation,REGION VI (WESTERN VISAYAS),Q2,0.0
Carnation,REGION VI (WESTERN VISAYAS),Q3,0.0
Carnation,REGION VI (WESTERN VISAYAS),Q4,0.0
Carnation,REGION VII (CENTRAL VISAYAS),Q1,0.0004462274319237167
Carnation,REGION VII (CENTRAL VISAYAS),Q2,0.0009380220134108354
Carnation,REGION VII (CENTRAL VISAYAS),Q3,0.00010976054789650832
Carnation,REGION VII (CENTRAL VISAYAS),Q4,0.00013844924266469166
Carnation,REGION VIII (EASTERN VISAYAS),Q1,0.002601000774471517
Carnation,REGION VIII (EASTERN VISAYAS),Q2,0.0017793905893649167
Carnation,REGION VIII (EASTERN VISAYAS),Q3,0.0007177625724444167
Carnation,REGION VIII (EASTERN VISAYAS),Q4,0.0020893185530569502
Carnation,REGION X (NORTHERN MINDANAO),Q1,2.760835313528333e-05
Carnation,REGION X (NORTHERN MINDANAO),Q2,0.007441970575816958
Carnation,REGION X (NORTHERN MINDANAO),Q3,0.00012223084583092524
Carnation,REGION X (NORTHERN MINDANAO),Q4,0.0020297028518382917
Carnation,REGION XI (DAVAO REGION),Q1,0.024992339182867473
Carnation,REGION XI (DAVAO REGION),Q2,0.019949426417852967
Carnation,REGION XI (DAVAO REGION),Q3,0.026123904913347665
Carnation,REGION XI (DAVAO REGION),Q4,0.023838098044740883
Carnation,REGION XII (SOCCSKSARGEN),Q1,0.0
Carnation,REGION XII (SOCCSKSARGEN),Q2,0.0
Carnation,REGION XII (SOCCSKSARGEN),Q3,0.0
Carnation,REGION XII (SOCCSKSARGEN),Q4,0.0
Carnation,REGION XIII (CARAGA),Q1,0.0
Carnation,REGION XIII (CARAGA),Q2,8.92209090047306e-05
Carnation,REGION XIII (CARAGA),Q3,0.0
Carnation,REGION XIII (CARAGA),Q4,1.4725805501558335e-05
Carrots,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q1,0.0
Carrots,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q2,3.6438462983987387e-07
Carrots,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q3,0.0
Carrots,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q4,0.0
Carrots,CORDILLERA ADMINISTRATIVE REGION (CAR),Q1,0.21040886025419833
Carrots,CORDILLERA ADMINISTRATIVE REGION (CAR),Q2,0.07752416976832911
Carrots,CORDILLERA ADMINISTRATIVE REGION (CAR),Q3,0.08151521095800651
Carrots,CORDILLERA ADMINISTRATIVE REGION (CAR),Q4,0.5167941960292605
Carrots,MIMAROPA REGION,Q1,0.0
Carrots,MIMAROPA REGION,Q2,0.0
Carrots,MIMAROPA REGION,Q3,0.0
Carrots,MIMAROPA REGION,Q4,2.775455908287183e-05
Carrots,REGION I (ILOCOS REGION),Q1,3.723774119869635e-06
Carrots,REGION I (ILOCOS REGION),Q2,0.0
Carrots,REGION I (ILOCOS REGION),Q3,0.0
Carrots,REGION I (ILOCOS REGION),Q4,4.585766410285166e-06
Carrots,REGION II (CAGAYAN VALLEY),Q1,0.006343105193003017
Carrots,REGION II (CAGAYAN VALLEY),Q2,0.002137176270309075
Carrots,REGION II (CAGAYAN VALLEY),Q3,0.0005909121357663167
Carrots,REGION II (CAGAYAN VALLEY),Q4,0.0004340039168107083
Carrots,REGION III (CENTRAL LUZON),Q1,1.9508405427591587e-06
Carrots,REGION III (CENTRAL LUZON),Q2,0.0
Carrots,REGION III (CENTRAL LUZON),Q3,0.0
Carrots,REGION III (CENTRAL LUZON),Q4,7.927022995062914e-06
Carrots,REGION IV-A (CALABARZON),Q1,6.6977330942722e-05
Carrots,REGION IV-A (CALABARZON),Q2,7.816310908314812e-05
Carrots,REGION IV-A (CALABARZON),Q3,1.7391538621968465e-05
Carrots,REGION IV-A (CALABARZON),Q4,0.00029580128411282625
Carrots,REGION IX (ZAMBOANGA PENINSULA),Q1,0.000502077170978225
Carrots,REGION IX (ZAMBOANGA PENINSULA),Q2,0.0009259991597540667
Carrots,REGION IX (ZAMBOANGA PENINSULA),Q3,0.0009541357632663833
Carrots,REGION IX (ZAMBOANGA PENINSULA),Q4,0.0015792632196619417
Carrots,REGION V (BICOL REGION),Q1,0.0
Carrots,REGION V (BICOL REGION),Q2,0.0
Carrots,REGION V (BICOL REGION),Q3,0.00023496252818982162
Carrots,REGION V (BICOL REGION),Q4,0.0
Carrots,REGION VI (WESTERN VISAYAS),Q1,0.00034318471009668334
Carrots,REGION VI (WESTERN VISAYAS),Q2,0.00023736861476035835
Carrots,REGION VI (WESTERN VISAYAS),Q3,0.0006211681156545917
Carrots,REGION VI (WESTERN VISAYAS),Q4,0.0010183041070882667
Carrots,REGION VII (CENTRAL VISAYAS),Q1,0.005901171759915158
Carrots,REGION VII (CENTRAL VISAYAS),Q2,0.010471065463284948
Carrots,REGION VII (CENTRAL VISAYAS),Q3,0.0071902137003387176
Carrots,REGION VII (CENTRAL VISAYAS),Q4,0.02675806763761526
Carrots,REGION VIII (EASTERN VISAYAS),Q1,8.364623434820005e-06
Carrots,REGION VIII (EASTERN VISAYAS),Q2,5.408406381707129e-05
Carrots,REGION VIII (EASTERN VISAYAS),Q3,3.0865041543870805e-05
Carrots,REGION VIII (EASTERN VISAYAS),Q4,2.4502229586575283e-05
Carrots,REGION X (NORTHERN MINDANAO),Q1,0.0018724020601354916
Carrots,REGION X (NORTHERN MINDANAO),Q2,0.002983018281438975
Carrots,REGION X (NORTHERN MINDANAO),Q3,0.0090674969752947
Carrots,REGION X (NORTHERN MINDANAO),Q4,0.005250484854600425
Carrots,REGION XI (DAVAO REGION),Q1,0.0032286432417984088
Carrots,REGION XI (DAVAO REGION),Q2,0.006431017652653667
Carrots,REGION XI (DAVAO REGION),Q3,0.0066864401773384504
Carrots,REGION XI (DAVAO REGION),Q4,0.0038680714072679913
Carrots,REGION XII (SOCCSKSARGEN),Q1,0.0010497370037153835
Carrots,REGION XII (SOCCSKSARGEN),Q2,0.0008950597690571584
Carrots,REGION XII (SOCCSKSARGEN),Q3,0.0025848062041768003
Carrots,REGION XII (SOCCSKSARGEN),Q4,0.0029650861309188665
Carrots,REGION XIII (CARAGA),Q1,2.8891482804737074e-07
Carrots,REGION XIII (CARAGA),Q2,6.506868389997747e-08
Carrots,REGION XIII (CARAGA),Q3,6.209995032624399e-06
Carrots,REGION XIII (CARAGA),Q4,4.112361333641962e-06
Cashew (ripe fruit w/ nut),AUTONOMOUS REGION IN MUSLIM MINDANAO,Q1,0.0
Cashew (ripe fruit w/ nut),AUTONOMOUS REGION IN MUSLIM MINDANAO,Q2,0.0
Cashew (ripe fruit w/ nut),AUTONOMOUS REGION IN MUSLIM MINDANAO,Q3,0.0
Cashew (ripe fruit w/ nut),AUTONOMOUS REGION IN MUSLIM MINDANAO,Q4,3.305132092779053e-07
Cashew (ripe fruit w/ nut),CORDILLERA ADMINISTRATIVE REGION (CAR),Q1,0.0
Cashew (ripe fruit w/ nut),CORDILLERA ADMINISTRATIVE REGION (CAR),Q2,4.070767007079753e-06
Cashew (ripe fruit w/ nut),CORDILLERA ADMINISTRATIVE REGION (CAR),Q3,0.0
Cashew (ripe fruit w/ nut),CORDILLERA ADMINISTRATIVE REGION (CAR),Q4,0.0
Cashew (ripe fruit w/ nut),MIMAROPA REGION,Q1,4.042386092753198e-05
Cashew (ripe fruit w/ nut),MIMAROPA REGION,Q2,0.9596369228356694
Cashew (ripe fruit w/ nut),MIMAROPA REGION,Q3,0.0
Cashew (ripe fruit w/ nut),MIMAROPA REGION,Q4,0.0
Cashew (ripe fruit w/ nut),REGION I (ILOCOS REGION),Q1,0.002164072022161708
Cashew (ripe fruit w/ nut),REGION I (ILOCOS REGION),Q2,0.0014749412826560665
Cashew (ripe fruit w/ nut),REGION I (ILOCOS REGION),Q3,0.0
Cashew (ripe fruit w/ nut),REGION I (ILOCOS REGION),Q4,0.0
Cashew (ripe fruit w/ nut),REGION II (CAGAYAN VALLEY),Q1,0.0
Cashew (ripe fruit w/ nut),REGION II (CAGAYAN VALLEY),Q2,2.987912176702081e-05
Cashew (ripe fruit w/ nut),REGION II (CAGAYAN VALLEY),Q3,0.00012042777048527419
Cashew (ripe fruit w/ nut),REGION II (CAGAYAN VALLEY),Q4,6.73476770508281e-06
Cashew (ripe fruit w/ nut),REGION III (CENTRAL LUZON),Q1,0.02524519492097715
Cashew (ripe fruit w/ nut),REGION III (CENTRAL LUZON),Q2,0.007322686239064134
Cashew (ripe fruit w/ nut),REGION III (CENTRAL LUZON),Q3,0.0
Cashew (ripe fruit w/ nut),REGION III (CENTRAL LUZON),Q4,0.0
Cashew (ripe fruit w/ nut),REGION IV-A (CALABARZON),Q1,4.848620405838586e-07
Cashew (ripe fruit w/ nut),REGION IV-A (CALABARZON),Q2,0.00021773913408966648
Cashew (ripe fruit w/ nut),REGION IV-A (CALABARZON),Q3,0.0
Cashew (ripe fruit w/ nut),REGION IV-A (CALABARZON),Q4,0.0
Cashew (ripe fruit w/ nut),REGION IX (ZAMBOANGA PENINSULA),Q1,2.62568722860473e-06
Cashew (ripe fruit w/ nut),REGION IX (ZAMBOANGA PENINSULA),Q2,4.975390557175177e-06
Cashew (ripe fruit w/ nut),REGION IX (ZAMBOANGA PENINSULA),Q3,1.08325823309038e-05
Cashew (ripe fruit w/ nut),REGION IX (ZAMBOANGA PENINSULA),Q4,1.159273684526717e-05
Cashew (ripe fruit w/ nut),REGION V (BICOL REGION),Q1,0.0
Cashew (ripe fruit w/ nut),REGION V (BICOL REGION),Q2,1.3146562634904166e-05
Cashew (ripe fruit w/ nut),REGION V (BICOL REGION),Q3,0.0
Cashew (ripe fruit w/ nut),REGION V (BICOL REGION),Q4,8.536839409999733e-06
Cashew (ripe fruit w/ nut),REGION VI (WESTERN VISAYAS),Q1,0.0008011745225296
Cashew (ripe fruit w/ nut),REGION VI (WESTERN VISAYAS),Q2,0.0023497377862494668
Cashew (ripe fruit w/ nut),REGION VI (WESTERN VISAYAS),Q3,2.4865466277757633e-06
Cashew (ripe fruit w/ nut),REGION VI (WESTERN VISAYAS),Q4,0.0
Cashew (ripe fruit w/ nut),REGION VII (CENTRAL VISAYAS),Q1,1.2793135303414907e-05
Cashew (ripe fruit w/ nut),REGION VII (CENTRAL VISAYAS),Q2,0.00013127769390087376
Cashew (ripe fruit w/ nut),REGION VII (CENTRAL VISAYAS),Q3,2.66024898919924e-05
Cashew (ripe fruit w/ nut),REGION VII (CENTRAL VISAYAS),Q4,0.0
Cashew (ripe fruit w/ nut),REGION VIII (EASTERN VISAYAS),Q1,0.0
Cashew (ripe fruit w/ nut),REGION VIII (EASTERN VISAYAS),Q2,0.0
Cashew (ripe fruit w/ nut),REGION VIII (EASTERN VISAYAS),Q3,0.0
Cashew (ripe fruit w/ nut),REGION VIII (EASTERN VISAYAS),Q4,0.0
Cashew (ripe fruit w/ nut),REGION X (NORTHERN MINDANAO),Q1,4.395094194868633e-06
Cashew (ripe fruit w/ nut),REGION X (NORTHERN MINDANAO),Q2,9.193081880015976e-05
Cashew (ripe fruit w/ nut),REGION X (NORTHERN MINDANAO),Q3,5.6919019262725355e-06
Cashew (ripe fruit w/ nut),REGION X (NORTHERN MINDANAO),Q4,6.67753653151675e-07
Cashew (ripe fruit w/ nut),REGION XI (DAVAO REGION),Q1,1.4952287408668366e-05
Cashew (ripe fruit w/ nut),REGION XI (DAVAO REGION),Q2,5.345800013381083e-05
Cashew (ripe fruit w/ nut),REGION XI (DAVAO REGION),Q3,7.155710003566392e-05
Cashew (ripe fruit w/ nut),REGION XI (DAVAO REGION),Q4,5.752600409104566e-05
Cashew (ripe fruit w/ nut),REGION XII (SOCCSKSARGEN),Q1,6.233214553627383e-06
Cashew (ripe fruit w/ nut),REGION XII (SOCCSKSARGEN),Q2,2.6045851255580804e-05
Cashew (ripe fruit w/ nut),REGION XII (SOCCSKSARGEN),Q3,4.913892324554817e-06
Cashew (ripe fruit w/ nut),REGION XII (SOCCSKSARGEN),Q4,1.2592108152256835e-05
Cashew (ripe fruit w/ nut),REGION XIII (CARAGA),Q1,4.0545356452230715e-09
Cashew (ripe fruit w/ nut),REGION XIII (CARAGA),Q2,7.569681832944358e-06
Cashew (ripe fruit w/ nut),REGION XIII (CARAGA),Q3,2.7484274298467772e-06
Cashew (ripe fruit w/ nut),REGION XIII (CARAGA),Q4,4.546707123494689e-08
Cassava,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q1,0.03930035568221261
Cassava,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q2,0.09328870753175707
Cassava,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q3,0.10942105133284608
Cassava,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q4,0.17432990659403738
Cassava,CORDILLERA ADMINISTRATIVE REGION (CAR),Q1,0.00028189561104384703
Cassava,CORDILLERA ADMINISTRATIVE REGION (CAR),Q2,0.0028465362651174833
Cassava,CORDILLERA ADMINISTRATIVE REGION (CAR),Q3,0.0011860039886132667
Cassava,CORDILLERA ADMINISTRATIVE REGION (CAR),Q4,0.0004272382164308
Cassava,MIMAROPA REGION,Q1,0.0010322628910315833
Cassava,MIMAROPA REGION,Q2,0.0030528488145406918
Cassava,MIMAROPA REGION,Q3,0.0013311490287882916
Cassava,MIMAROPA REGION,Q4,0.0017779848249740333
Cassava,REGION I (ILOCOS REGION),Q1,0.00221108802491
Cassava,REGION I (ILOCOS REGION),Q2,0.001283324341163175
Cassava,REGION I (ILOCOS REGION),Q3,0.0016980686235606333
Cassava,REGION I (ILOCOS REGION),Q4,0.0020262824150356165
Cassava,REGION II (CAGAYAN VALLEY),Q1,0.02134782398003295
Cassava,REGION II (CAGAYAN VALLEY),Q2,0.01634442745846695
Cassava,REGION II (CAGAYAN VALLEY),Q3,0.020912200799601526
Cassava,REGION II (CAGAYAN VALLEY),Q4,0.013673402575101115
Cassava,REGION III (CENTRAL LUZON),Q1,0.00168912633035425
Cassava,REGION III (CENTRAL LUZON),Q2,0.0017535883448790166
Cassava,REGION III (CENTRAL LUZON),Q3,0.0012471897457729834
Cassava,REGION III (CENTRAL LUZON),Q4,0.0028552401177151915
Cassava,REGION IV-A (CALABARZON),Q1,0.006145508280370192
Cassava,REGION IV-A (CALABARZON),Q2,0.005946208306182741
Cassava,REGION IV-A (CALABARZON),Q3,0.002891997119895308
Cassava,REGION IV-A (CALABARZON),Q4,0.00398192088842455
Cassava,REGION IX (ZAMBOANGA PENINSULA),Q1,0.0024788487930595417
Cassava,REGION IX (ZAMBOANGA PENINSULA),Q2,0.0060907975502311916
Cassava,REGION IX (ZAMBOANGA PENINSULA),Q3,0.009481606323333792
Cassava,REGION IX (ZAMBOANGA PENINSULA),Q4,0.008570101501708059
Cassava,REGION V (BICOL REGION),Q1,0.012258652509350909
Cassava,REGION V (BICOL REGION),Q2,0.015938185179737316
Cassava,REGION V (BICOL REGION),Q3,0.008107560747103441
Cassava,REGION V (BICOL REGION),Q4,0.003787764706182767
Cassava,REGION VI (WESTERN VISAYAS),Q1,0.005830351039591033
Cassava,REGION VI (WESTERN VISAYAS),Q2,0.007641111859269359
Cassava,REGION VI (WESTERN VISAYAS),Q3,0.0032502392347669336
Cassava,REGION VI (WESTERN VISAYAS),Q4,0.0064342875384329505
Cassava,REGION VII (CENTRAL VISAYAS),Q1,0.013406044509480833
Cassava,REGION VII (CENTRAL VISAYAS),Q2,0.004851040314551392
Cassava,REGION VII (CENTRAL VISAYAS),Q3,0.005803613238149301
Cassava,REGION VII (CENTRAL VISAYAS),Q4,0.0124622961578031
Cassava,REGION VIII (EASTERN VISAYAS),Q1,0.009491528804946166
Cassava,REGION VIII (EASTERN VISAYAS),Q2,0.007904740593095575
Cassava,REGION VIII (EASTERN VISAYAS),Q3,0.010869910545545374
Cassava,REGION VIII (EASTERN VISAYAS),Q4,0.004949469992638658
Cassava,REGION X (NORTHERN MINDANAO),Q1,0.0689870456922472
Cassava,REGION X (NORTHERN MINDANAO),Q2,0.11410092584745733
Cassava,REGION X (NORTHERN MINDANAO),Q3,0.03211603920679407
Cassava,REGION X (NORTHERN MINDANAO),Q4,0.04148034435871547
Cassava,REGION XI (DAVAO REGION),Q1,0.0015372556539258668
Cassava,REGION XI (DAVAO REGION),Q2,0.0022728745409661
Cassava,REGION XI (DAVAO REGION),Q3,0.0017930506259640168
Cassava,REGION XI (DAVAO REGION),Q4,0.001746877164319375
Cassava,REGION XII (SOCCSKSARGEN),Q1,0.012654556637106941
Cassava,REGION XII (SOCCSKSARGEN),Q2,0.006661980503806633
Cassava,REGION XII (SOCCSKSARGEN),Q3,0.00545657701870455
Cassava,REGION XII (SOCCSKSARGEN),Q4,0.00836711872753866
Cassava,REGION XIII (CARAGA),Q1,0.0008365362485002084
Cassava,REGION XIII (CARAGA),Q2,0.0023844061038998583
Cassava,REGION XIII (CARAGA),Q3,0.0031955658591273
Cassava,REGION XIII (CARAGA),Q4,0.0025173564890016
Cassava for Industrial use,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q1,0.020020418229757832
Cassava for Industrial use,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q2,0.0656493625842947
Cassava for Industrial use,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q3,0.0669604109496657
Cassava for Industrial use,AUTONOMOUS REGION IN MUSLIM MINDANAO,Q4,0.0816970375019883
Cassava for Industrial use,CORDILLERA ADMINISTRATIVE REGION (CAR),Q1,0.0006300796627826
Cassava for Industrial use,CORDILLERA ADMINISTRATIVE REGION (CAR),Q2,0.006134111299163467
Cassava for Industrial use,CORDILLERA ADMINISTRATIVE REGION (CAR),Q3,0.00294669866812055
Cassava for Industrial use,CORDILLERA ADMINISTRATIVE REGION (CAR),Q4,0.0009800017113124333
Cassava for Industrial use,MIMAROPA REGION,Q1,0.00015590342106985
Cassava for Industrial use,MIMAROPA REGION,Q2,0.0010033589995078833
Cassava for Industrial use,MIMAROPA REGION,Q3,0.00021889714441044109
Cassava for Industrial use,MIMAROPA REGION,Q4,0.0007167877642786694
Cassava for Industrial use,REGION I (ILOCOS REGION),Q1,1.4018757066630277e-05
Cassava for Industrial use,REGION I (ILOCOS REGION),Q2,2.293860280215e-05
Cassava for Industrial use,REGION I (ILOCOS REGION),Q3,1.6055938930222022e-05
Cassava for Industrial use,REGION I (ILOCOS REGION),Q4,0.0
Cassava for Industrial use,REGION II (CAGAYAN VALLEY),Q1,0.05218906610048945
Cassava for Industrial use,REGION II (CAGAYAN VALLEY),Q2,0.038152285307434815
Cassava for Industrial use,REGION II (CAGAYAN VALLEY),Q3,0.05173958010766753
Cassava for Industrial use,REGION II (CAGAYAN VALLEY),Q4,0.026901266901071617
Cassava for Industrial use,REGION III (CENTRAL LUZON),Q1,0.0011651732102305333
Cassava for Industrial use,REGION III (CENTRAL LUZON),Q2,0.0016393434588281835
Cassava for Industrial use,REGION III (CENTRAL LUZON),Q3,0.0005298305285512667
Cassava for Industrial use,REGION III (CENTRAL LUZON),Q4,0.0024374591274942
Cassava for Industrial use,REGION IV-A (CALABARZON),Q1,2.3938097561785697e-07
Cassava for Industrial use,REGION IV-A (CALABARZON),Q2,0.0
Cassava for Industrial use,REGION IV-A (CALABARZON),Q3,1.9421637937065797e-06
Cassava for Industrial use,REGION IV-A (CALABARZON),Q4,0.0
Cassava for Industrial use,REGION IX (ZAMBOANGA PENINSULA),Q1,0.0027659135715254832
Cassava for Industrial use,REGION IX (ZAMBOANGA PENINSULA),Q2,0.0070634822550200834
Cassava for Industrial use,REGION IX (ZAMBOANGA PENINSULA),Q3,0.00907894035242275
Cassava for Industrial use,REGION IX (ZAMBOANGA PENINSULA),Q4,0.009534512537774584
Cassava for Industrial use,REGION V (BICOL REGION),Q1,0.0028623562035131832
Cassava for Industrial use,REGION V (BICOL REGION),Q2,0.004349360061372417
Cassava for Industrial use,REGION V (BICOL REGION),Q3,0.0027546020220458665
Cassava for Industrial use,REGION V (BICOL REGION),Q4,0.0008675344760351833
Cassava for Industrial use,REGION VI (WESTERN VISAYAS),Q1,0.00016216095745235
Cassava for Industrial use,REGION VI (WESTERN VISAYAS),Q2,0.0001878676912462
Cassava for Industrial use,REGION VI (WESTERN VISAYAS),Q3,5.494622662643801e-05
Cassava for Industrial use,REGION VI (WESTERN VISAYAS),Q4,5.9079357075450007e-05
Cassava for Industrial use,REGION VII (CENTRAL VISAYAS),Q1,0.011247906388119166
Cassava for Industrial use,REGION VII (CENTRAL VISAYAS),Q2,0.004746323848405333
Cassava for Industrial use,REGION VII (CENTRAL VISAYAS),Q3,0.0053028329781500995
Cassava for Industrial use,REGION VII (CENTRAL VISAYAS),Q4,0.007330618584387866
Cassava for Industrial use,REGION VIII (EASTERN VISAYAS),Q1,0.006398007121727734
Cassava for Industrial use,REGION VIII (EASTERN VISAYAS),Q2,0.0029213499920572
Cassava for Industrial use,REGION VIII (EASTERN VISAYAS),Q3,0.00878938460431645
Cassava for Industrial use,REGION VIII (EASTERN VISAYAS),Q4,0.0018062058896816332
Cassava for Industrial use,REGION X (NORTHERN MINDANAO),Q1,0.10630681994351458
Cassava for Industrial use,REGION X (NORTHERN MINDANAO),Q2,0.18891643825121915
Cassava for Industrial use,REGION X (NORTHERN MINDANAO),Q3,0.055677518947968914
